City,State,Latitude,Longitude,AverageSalary,Federal Tax,State Tax,FICA,Car Payment,Car Insurance,Healthcare,Distance (miles),Commute Miles,Gas Cost,Net Pay
Delta,PA,39.7267,-76.3271,63508,0,0,0,0,0,0,0,0,0,0
Clearwater,NE,42.1707,-98.1897,101720,0,0,0,0,0,0,0,0,0,0
Earlville,NY,42.7401,-75.5436,106457,0,0,0,0,0,0,0,0,0,0
North Bennington,VT,42.924,-73.2411,86062,0,0,0,0,0,0,0,0,0,0
Stella,MO,36.7626,-94.191,101314,0,0,0,0,0,0,0,0,0,0
Inkster,MI,42.2935,-83.3148,65923,0,0,0,0,0,0,0,0,0,0
Kingston,WI,43.6935,-89.1304,43044,0,0,0,0,0,0,0,0,0,0
Daisy,AR,34.2349,-93.7405,66719,0,0,0,0,0,0,0,0,0,0
Poetry,TX,32.8257,-96.2458,77403,0,0,0,0,0,0,0,0,0,0
Ricketts,IA,42.128,-95.5749,97253,0,0,0,0,0,0,0,0,0,0
Castle Rock,CO,39.3763,-104.8535,60309,0,0,0,0,0,0,0,0,0,0
Centennial,CO,39.5926,-104.8673,78304,0,0,0,0,0,0,0,0,0,0
Organ,NM,32.4251,-106.6025,80536,0,0,0,0,0,0,0,0,0,0
Piney,OK,35.8875,-94.5537,90049,0,0,0,0,0,0,0,0,0,0
Beemer,NE,41.9298,-96.8091,51226,0,0,0,0,0,0,0,0,0,0
Uniondale,IN,40.8299,-85.2415,114915,0,0,0,0,0,0,0,0,0,0
Plain View,NC,35.2457,-78.5634,83832,0,0,0,0,0,0,0,0,0,0
Evansville,IN,37.9881,-87.5341,69855,0,0,0,0,0,0,0,0,0,0
Smolan,KS,38.7381,-97.6843,62736,0,0,0,0,0,0,0,0,0,0
Letcher,SD,43.8995,-98.1442,58819,0,0,0,0,0,0,0,0,0,0
Hartz Lake,IN,41.1762,-86.4942,71001,0,0,0,0,0,0,0,0,0,0
Avant,OK,36.4888,-96.045,118330,0,0,0,0,0,0,0,0,0,0
Caddo,OK,34.1256,-96.2636,56011,0,0,0,0,0,0,0,0,0,0
Windthorst,TX,33.576,-98.4348,113563,0,0,0,0,0,0,0,0,0,0
Marco Shores-Hammock Bay,FL,25.9964,-81.6889,56983,0,0,0,0,0,0,0,0,0,0
Linganore,MD,39.4127,-77.3014,100948,0,0,0,0,0,0,0,0,0,0
Catonsville,MD,39.2646,-76.7424,46150,0,0,0,0,0,0,0,0,0,0
Canadohta Lake,PA,41.8176,-79.8364,105164,0,0,0,0,0,0,0,0,0,0
Mastic,NY,40.8096,-72.8479,117872,0,0,0,0,0,0,0,0,0,0
Batesville,IN,39.2974,-85.2144,68091,0,0,0,0,0,0,0,0,0,0
Bushnell,NE,41.2328,-103.8912,88526,0,0,0,0,0,0,0,0,0,0
Gaylord,MN,44.5559,-94.2133,97923,0,0,0,0,0,0,0,0,0,0
North Key Largo,FL,25.2574,-80.3242,46829,0,0,0,0,0,0,0,0,0,0
Corvallis,OR,44.5698,-123.2779,63954,0,0,0,0,0,0,0,0,0,0
Wyeville,WI,44.0279,-90.3861,53336,0,0,0,0,0,0,0,0,0,0
Icard,NC,35.7253,-81.4581,86104,0,0,0,0,0,0,0,0,0,0
Thomson,IL,41.9748,-90.1122,46457,0,0,0,0,0,0,0,0,0,0
Endicott,NY,42.098,-76.0639,55649,0,0,0,0,0,0,0,0,0,0
Thomson,GA,33.4679,-82.4968,47235,0,0,0,0,0,0,0,0,0,0
Cammack Village,AR,34.7808,-92.3449,60501,0,0,0,0,0,0,0,0,0,0
Bowbells,ND,48.8027,-102.2457,91176,0,0,0,0,0,0,0,0,0,0
Paramount-Long Meadow,MD,39.6798,-77.6921,40427,0,0,0,0,0,0,0,0,0,0
Encinal,NM,35.1112,-107.4651,61320,0,0,0,0,0,0,0,0,0,0
Franklin,AL,32.4513,-85.7864,54248,0,0,0,0,0,0,0,0,0,0
Jansen,NE,40.1839,-97.0848,63593,0,0,0,0,0,0,0,0,0,0
Allen,MD,38.2894,-75.6904,48903,0,0,0,0,0,0,0,0,0,0
Buckhorn,PA,41.0176,-76.4968,51971,0,0,0,0,0,0,0,0,0,0
Courtland,VA,36.7123,-77.062,56447,0,0,0,0,0,0,0,0,0,0
Sunset Valley,TX,30.2258,-97.8158,79113,0,0,0,0,0,0,0,0,0,0
Loma Linda East,TX,27.7663,-98.1942,40455,0,0,0,0,0,0,0,0,0,0
Hagaman,NY,42.9728,-74.1545,69974,0,0,0,0,0,0,0,0,0,0
Grant,MI,43.3348,-85.8094,98177,0,0,0,0,0,0,0,0,0,0
Carthage,SD,44.1686,-97.715,41265,0,0,0,0,0,0,0,0,0,0
New Kingman-Butler,AZ,35.2645,-114.0091,75428,0,0,0,0,0,0,0,0,0,0
Mattapoisett Center,MA,41.6666,-70.8056,69550,0,0,0,0,0,0,0,0,0,0
Waconia,MN,44.8422,-93.7896,57508,0,0,0,0,0,0,0,0,0,0
Wyanet,IL,41.361,-89.5828,99790,0,0,0,0,0,0,0,0,0,0
Church Hill,MD,39.1452,-75.9808,107442,0,0,0,0,0,0,0,0,0,0
Downey,IA,41.612,-91.3472,110080,0,0,0,0,0,0,0,0,0,0
Emma,NC,35.6019,-82.5958,49628,0,0,0,0,0,0,0,0,0,0
Meadowbrook,CA,33.7253,-117.2851,70984,0,0,0,0,0,0,0,0,0,0
Laurelton,PA,40.8815,-77.2024,92022,0,0,0,0,0,0,0,0,0,0
New Haven,IN,41.0676,-85.0174,50651,0,0,0,0,0,0,0,0,0,0
Shoshone,ID,42.9369,-114.4055,40306,0,0,0,0,0,0,0,0,0,0
Taylor,ND,46.9018,-102.4222,80290,0,0,0,0,0,0,0,0,0,0
Satartia,MS,32.6719,-90.5445,53322,0,0,0,0,0,0,0,0,0,0
Ridgeside,TN,35.0349,-85.247,67256,0,0,0,0,0,0,0,0,0,0
Greencastle,MO,40.2607,-92.8784,86335,0,0,0,0,0,0,0,0,0,0
Burnt Mills,MD,39.034,-76.9983,84912,0,0,0,0,0,0,0,0,0,0
Vaughn,WA,47.355,-122.7773,59050,0,0,0,0,0,0,0,0,0,0
Trilby,FL,28.4564,-82.194,115440,0,0,0,0,0,0,0,0,0,0
Round Lake,MN,43.5373,-95.4701,58220,0,0,0,0,0,0,0,0,0,0
Twin City,GA,32.5829,-82.1575,57256,0,0,0,0,0,0,0,0,0,0
Manitou,KY,37.3755,-87.5781,56371,0,0,0,0,0,0,0,0,0,0
Oakland,MS,34.0576,-89.9132,62211,0,0,0,0,0,0,0,0,0,0
Rouse,CA,37.6196,-121.0084,68892,0,0,0,0,0,0,0,0,0,0
New Baltimore,NY,42.4489,-73.7941,118271,0,0,0,0,0,0,0,0,0,0
Woodworth,ND,47.1421,-99.3045,41360,0,0,0,0,0,0,0,0,0,0
Denmark,WI,44.3493,-87.8313,110394,0,0,0,0,0,0,0,0,0,0
Wakita,OK,36.8819,-97.9241,74533,0,0,0,0,0,0,0,0,0,0
Dry Tavern,PA,39.9399,-80.0095,55900,0,0,0,0,0,0,0,0,0,0
Berlin,AL,34.1862,-86.7473,53936,0,0,0,0,0,0,0,0,0,0
Pickwick,MN,43.9815,-91.4946,45556,0,0,0,0,0,0,0,0,0,0
Doylestown,WI,43.4276,-89.1457,107229,0,0,0,0,0,0,0,0,0,0
Ocean,MD,39.6016,-78.945,92812,0,0,0,0,0,0,0,0,0,0
Hilham,TN,36.41,-85.4421,65642,0,0,0,0,0,0,0,0,0,0
Hosford,FL,30.3944,-84.8034,66835,0,0,0,0,0,0,0,0,0,0
Mingo Junction,OH,40.3244,-80.6173,53806,0,0,0,0,0,0,0,0,0,0
Cedar Hill,TN,36.5512,-87.001,75284,0,0,0,0,0,0,0,0,0,0
Skokie,IL,42.036,-87.74,45240,0,0,0,0,0,0,0,0,0,0
Lake Ellsworth Addition,OK,34.8368,-98.3213,84239,0,0,0,0,0,0,0,0,0,0
Paxton,FL,30.9746,-86.3099,84067,0,0,0,0,0,0,0,0,0,0
Benson,PA,40.2028,-78.9293,86888,0,0,0,0,0,0,0,0,0,0
Pasadena Park,MO,38.711,-90.2974,85483,0,0,0,0,0,0,0,0,0,0
Maple City,MI,44.8556,-85.8573,54641,0,0,0,0,0,0,0,0,0,0
Amagon,AR,35.5631,-91.1093,85676,0,0,0,0,0,0,0,0,0,0
Westphalia,MD,38.8356,-76.8298,55417,0,0,0,0,0,0,0,0,0,0
Myton,UT,40.1933,-110.0624,119303,0,0,0,0,0,0,0,0,0,0
Stotesbury,MO,37.9744,-94.5645,119337,0,0,0,0,0,0,0,0,0,0
Kentland,IN,40.774,-87.4465,41218,0,0,0,0,0,0,0,0,0,0
Whitesboro,NJ,39.0419,-74.8677,119390,0,0,0,0,0,0,0,0,0,0
Algiers,VT,42.8182,-72.5771,112586,0,0,0,0,0,0,0,0,0,0
Altha,FL,30.5721,-85.1263,91188,0,0,0,0,0,0,0,0,0,0
Salemburg,NC,35.0152,-78.5028,78131,0,0,0,0,0,0,0,0,0,0
Converse,TX,29.5091,-98.3084,89786,0,0,0,0,0,0,0,0,0,0
Granville,IA,42.9853,-95.8749,110267,0,0,0,0,0,0,0,0,0,0
Vancleave,MS,30.5483,-88.6675,52126,0,0,0,0,0,0,0,0,0,0
Loch Lloyd,MO,38.831,-94.5978,82139,0,0,0,0,0,0,0,0,0,0
Redington Beach,FL,27.8128,-82.8096,80751,0,0,0,0,0,0,0,0,0,0
Bloomingdale,FL,27.8784,-82.2624,91501,0,0,0,0,0,0,0,0,0,0
Kapowsin,WA,46.9727,-122.2273,87031,0,0,0,0,0,0,0,0,0,0
Kirwin,KS,39.6698,-99.1217,42802,0,0,0,0,0,0,0,0,0,0
Hoopers Creek,NC,35.448,-82.4294,115023,0,0,0,0,0,0,0,0,0,0
Morgantown,IN,39.373,-86.2584,109057,0,0,0,0,0,0,0,0,0,0
Red Feather Lakes,CO,40.8071,-105.5864,95092,0,0,0,0,0,0,0,0,0,0
Corfu,NY,42.9611,-78.4028,102714,0,0,0,0,0,0,0,0,0,0
Sawyerwood,OH,41.0344,-81.4412,61032,0,0,0,0,0,0,0,0,0,0
Ferryville,WI,43.3516,-91.0936,55674,0,0,0,0,0,0,0,0,0,0
Milton,GA,34.1353,-84.3139,68529,0,0,0,0,0,0,0,0,0,0
Elwood,IL,41.4118,-88.1345,77823,0,0,0,0,0,0,0,0,0,0
Earlton,KS,37.5873,-95.4696,53381,0,0,0,0,0,0,0,0,0,0
Arkoma,OK,35.3374,-94.4438,90870,0,0,0,0,0,0,0,0,0,0
Barnhart,MO,38.336,-90.4046,101382,0,0,0,0,0,0,0,0,0,0
Thousand Oaks,CA,34.1914,-118.8756,42049,0,0,0,0,0,0,0,0,0,0
Keizer,OR,45.0028,-123.0243,106017,0,0,0,0,0,0,0,0,0,0
Helena Valley Northeast,MT,46.6974,-111.9428,98026,0,0,0,0,0,0,0,0,0,0
Tuckerton,NJ,39.5973,-74.3306,88137,0,0,0,0,0,0,0,0,0,0
Newton,NC,35.663,-81.2335,94575,0,0,0,0,0,0,0,0,0,0
Okmulgee,OK,35.6134,-96.0068,113155,0,0,0,0,0,0,0,0,0,0
Thomasville,MO,36.7912,-91.5342,102637,0,0,0,0,0,0,0,0,0,0
Beesleys Point,NJ,39.2777,-74.6333,62388,0,0,0,0,0,0,0,0,0,0
Catawba,WI,45.537,-90.5335,44789,0,0,0,0,0,0,0,0,0,0
Hawaiian Ocean View,HI,19.0959,-155.775,105557,0,0,0,0,0,0,0,0,0,0
Churdan,IA,42.1542,-94.4781,61891,0,0,0,0,0,0,0,0,0,0
Klahr,PA,40.2979,-78.5129,97574,0,0,0,0,0,0,0,0,0,0
Gorham,KS,38.8806,-99.0237,51503,0,0,0,0,0,0,0,0,0,0
Jardin de San Julian,TX,26.5254,-99.0999,58016,0,0,0,0,0,0,0,0,0,0
Tina,MO,39.5379,-93.4413,102976,0,0,0,0,0,0,0,0,0,0
Calzada,PR,18.0054,-66.564,62012,0,0,0,0,0,0,0,0,0,0
Bowdle,SD,45.4512,-99.6565,47408,0,0,0,0,0,0,0,0,0,0
Maywood,NE,40.6587,-100.6223,48526,0,0,0,0,0,0,0,0,0,0
Bridgeville,NJ,40.8427,-75.0303,109214,0,0,0,0,0,0,0,0,0,0
Brandsville,MO,36.6507,-91.6963,79819,0,0,0,0,0,0,0,0,0,0
Davis,SD,43.2595,-96.9945,115809,0,0,0,0,0,0,0,0,0,0
Plainfield,IL,41.6207,-88.2253,59816,0,0,0,0,0,0,0,0,0,0
Toledo,IA,41.9902,-92.5803,95797,0,0,0,0,0,0,0,0,0,0
Bentleyville,PA,40.1178,-80.0044,98595,0,0,0,0,0,0,0,0,0,0
Cunningham,KS,37.6447,-98.4312,81411,0,0,0,0,0,0,0,0,0,0
Kingwood,WV,39.4719,-79.6822,52501,0,0,0,0,0,0,0,0,0,0
Savanna,OK,34.8356,-95.8355,60750,0,0,0,0,0,0,0,0,0,0
Mellen,WI,46.324,-90.6605,110231,0,0,0,0,0,0,0,0,0,0
Copeland,KS,37.5405,-100.6288,116661,0,0,0,0,0,0,0,0,0,0
Cuba City,WI,42.6036,-90.4318,82923,0,0,0,0,0,0,0,0,0,0
Springer,OK,34.291,-97.1255,40792,0,0,0,0,0,0,0,0,0,0
Flandreau,SD,44.0465,-96.5983,95828,0,0,0,0,0,0,0,0,0,0
Nome,TX,30.0364,-94.4063,67786,0,0,0,0,0,0,0,0,0,0
Lipscomb,AL,33.426,-86.9261,92132,0,0,0,0,0,0,0,0,0,0
Lake Success,NY,40.768,-73.7089,77136,0,0,0,0,0,0,0,0,0,0
Fredonia,ND,46.3291,-99.0955,50892,0,0,0,0,0,0,0,0,0,0
Chewelah,WA,48.293,-117.7336,111474,0,0,0,0,0,0,0,0,0,0
Crane,OR,43.4179,-118.5875,87373,0,0,0,0,0,0,0,0,0,0
Jefferson,GA,34.1373,-83.6021,66421,0,0,0,0,0,0,0,0,0,0
Baldwin,IA,42.0731,-90.8386,55622,0,0,0,0,0,0,0,0,0,0
Dundee,MN,43.844,-95.4666,90997,0,0,0,0,0,0,0,0,0,0
Newark,DE,39.6776,-75.7576,84859,0,0,0,0,0,0,0,0,0,0
Sky Valley,CA,33.8913,-116.3551,55858,0,0,0,0,0,0,0,0,0,0
Herman,NE,41.6739,-96.2167,88392,0,0,0,0,0,0,0,0,0,0
Malad City,ID,42.1899,-112.2497,49244,0,0,0,0,0,0,0,0,0,0
Kennedyville,MD,39.3032,-75.9949,68359,0,0,0,0,0,0,0,0,0,0
Marietta,IN,39.4414,-85.8839,100047,0,0,0,0,0,0,0,0,0,0
Princess Anne,MD,38.2054,-75.697,48837,0,0,0,0,0,0,0,0,0,0
Helena,AL,33.2837,-86.8791,110331,0,0,0,0,0,0,0,0,0,0
Whitney Point,NY,42.3303,-75.9682,62443,0,0,0,0,0,0,0,0,0,0
Henderson,TN,35.4446,-88.6531,101957,0,0,0,0,0,0,0,0,0,0
Lyons,IN,38.9884,-87.0812,74725,0,0,0,0,0,0,0,0,0,0
Danville,WV,38.0808,-81.8342,107071,0,0,0,0,0,0,0,0,0,0
Waltham,MN,43.8193,-92.8746,80675,0,0,0,0,0,0,0,0,0,0
Willis,TX,30.4314,-95.4831,62092,0,0,0,0,0,0,0,0,0,0
Central Bridge,NY,42.711,-74.3452,52391,0,0,0,0,0,0,0,0,0,0
Big Bend,WI,42.9021,-88.2121,70194,0,0,0,0,0,0,0,0,0,0
Flint Creek,OK,36.1765,-94.7436,61601,0,0,0,0,0,0,0,0,0,0
Altheimer,AR,34.3241,-91.8481,106421,0,0,0,0,0,0,0,0,0,0
Happy Valley,OR,45.4358,-122.5081,76321,0,0,0,0,0,0,0,0,0,0
Belmont Estates,VA,38.4464,-78.9228,64657,0,0,0,0,0,0,0,0,0,0
Pigeon Forge,TN,35.7977,-83.5623,57297,0,0,0,0,0,0,0,0,0,0
Little Valley,CA,40.8931,-121.178,46859,0,0,0,0,0,0,0,0,0,0
Wells,KS,39.1391,-97.5512,41268,0,0,0,0,0,0,0,0,0,0
Horse Creek,SD,43.533,-100.7419,59459,0,0,0,0,0,0,0,0,0,0
Elkton,SD,44.2351,-96.4794,115079,0,0,0,0,0,0,0,0,0,0
Waipio,HI,21.4143,-157.9966,59477,0,0,0,0,0,0,0,0,0,0
West Goshen,CA,36.3492,-119.4574,98855,0,0,0,0,0,0,0,0,0,0
Dormont,PA,40.3941,-80.0377,118270,0,0,0,0,0,0,0,0,0,0
Clarksburg,MO,38.6611,-92.666,95881,0,0,0,0,0,0,0,0,0,0
Columbia,CA,38.0333,-120.4096,96174,0,0,0,0,0,0,0,0,0,0
Mott,ND,46.3744,-102.3189,101926,0,0,0,0,0,0,0,0,0,0
Browntown,PA,41.3139,-75.7826,73902,0,0,0,0,0,0,0,0,0,0
Lynn,MA,42.4781,-70.9664,99031,0,0,0,0,0,0,0,0,0,0
Walker Mill,MD,38.8758,-76.8854,72933,0,0,0,0,0,0,0,0,0,0
Funny River,AK,60.4876,-150.7812,100521,0,0,0,0,0,0,0,0,0,0
Vega Alta,PR,18.4151,-66.3211,101413,0,0,0,0,0,0,0,0,0,0
Lake Brownwood,TX,31.8176,-99.1045,65322,0,0,0,0,0,0,0,0,0,0
Three Way,TN,35.772,-88.8572,41832,0,0,0,0,0,0,0,0,0,0
Oak Grove,SC,33.978,-81.1468,85740,0,0,0,0,0,0,0,0,0,0
Mannsville,OK,34.1854,-96.8981,45704,0,0,0,0,0,0,0,0,0,0
Oak Ridge,NJ,41.0323,-74.4971,47674,0,0,0,0,0,0,0,0,0,0
Bluford,IL,38.3257,-88.735,56127,0,0,0,0,0,0,0,0,0,0
Columbia,KY,37.1036,-85.3073,43880,0,0,0,0,0,0,0,0,0,0
Bluff,UT,37.2871,-109.573,119459,0,0,0,0,0,0,0,0,0,0
Uvalde Estates,TX,29.1695,-99.8329,80438,0,0,0,0,0,0,0,0,0,0
Burnsville,NC,35.9163,-82.2977,117850,0,0,0,0,0,0,0,0,0,0
Mendota,VA,36.7102,-82.3048,114152,0,0,0,0,0,0,0,0,0,0
Justice,WV,37.5993,-81.8381,78541,0,0,0,0,0,0,0,0,0,0
Port Charlotte,FL,26.9918,-82.114,44621,0,0,0,0,0,0,0,0,0,0
Palm Springs North,FL,25.9351,-80.3339,86762,0,0,0,0,0,0,0,0,0,0
Amherstdale,WV,37.7799,-81.8183,109427,0,0,0,0,0,0,0,0,0,0
Puzzletown,PA,40.3794,-78.4915,108752,0,0,0,0,0,0,0,0,0,0
Ronald,WA,47.2338,-121.0336,47591,0,0,0,0,0,0,0,0,0,0
Woodville,OH,41.451,-83.364,58704,0,0,0,0,0,0,0,0,0,0
Brogan,OR,44.2475,-117.5187,84142,0,0,0,0,0,0,0,0,0,0
St. Marys,IA,41.3077,-93.7337,101625,0,0,0,0,0,0,0,0,0,0
Woodville,WI,44.9483,-92.2851,105365,0,0,0,0,0,0,0,0,0,0
Spearville,KS,37.8481,-99.7548,113537,0,0,0,0,0,0,0,0,0,0
Salina,OK,36.2909,-95.1528,59283,0,0,0,0,0,0,0,0,0,0
Bowdens,NC,35.0579,-78.1128,83869,0,0,0,0,0,0,0,0,0,0
Byrdstown,TN,36.5737,-85.1342,67912,0,0,0,0,0,0,0,0,0,0
Rock Island,IL,41.4699,-90.5827,57850,0,0,0,0,0,0,0,0,0,0
Merritt Park,NY,41.5385,-73.8723,94182,0,0,0,0,0,0,0,0,0,0
Dundee,FL,28.0115,-81.5995,48738,0,0,0,0,0,0,0,0,0,0
Richland Hills,TX,32.8095,-97.2273,96683,0,0,0,0,0,0,0,0,0,0
Goochland,VA,37.6974,-77.8943,103176,0,0,0,0,0,0,0,0,0,0
Canby,CA,41.4477,-120.8843,46486,0,0,0,0,0,0,0,0,0,0
Grandview,WA,46.2443,-119.9092,99778,0,0,0,0,0,0,0,0,0,0
Alameda,CA,37.7668,-122.267,63833,0,0,0,0,0,0,0,0,0,0
Westphalia,MO,38.4414,-92.0005,84649,0,0,0,0,0,0,0,0,0,0
Fearrington Village,NC,35.7996,-79.0818,80209,0,0,0,0,0,0,0,0,0,0
Stevens Creek,VA,36.7314,-80.9943,45156,0,0,0,0,0,0,0,0,0,0
Strong City,KS,38.3955,-96.537,82485,0,0,0,0,0,0,0,0,0,0
Scottsburg,IN,38.6853,-85.7831,87234,0,0,0,0,0,0,0,0,0,0
Bridger,MT,45.2946,-108.9167,75674,0,0,0,0,0,0,0,0,0,0
Granite,OR,44.81,-118.4187,55735,0,0,0,0,0,0,0,0,0,0
Ladonia,TX,33.4283,-95.9482,93812,0,0,0,0,0,0,0,0,0,0
Avon Park,FL,27.5898,-81.5068,106458,0,0,0,0,0,0,0,0,0,0
Carrboro,NC,35.9259,-79.0878,60281,0,0,0,0,0,0,0,0,0,0
Weissport,PA,40.8289,-75.701,49017,0,0,0,0,0,0,0,0,0,0
Salisbury,NY,40.7454,-73.5604,84757,0,0,0,0,0,0,0,0,0,0
Holley,NY,43.2247,-78.0292,68490,0,0,0,0,0,0,0,0,0,0
Beverly,WA,46.8348,-119.9301,94697,0,0,0,0,0,0,0,0,0,0
Gilbert Creek,WV,37.5697,-81.8906,97277,0,0,0,0,0,0,0,0,0,0
Lindsay,TX,33.6418,-97.2186,108340,0,0,0,0,0,0,0,0,0,0
Holly Hills,CO,39.6678,-104.9216,59333,0,0,0,0,0,0,0,0,0,0
Loyall,KY,36.8527,-83.3506,114279,0,0,0,0,0,0,0,0,0,0
The Plains,VA,38.8621,-77.7743,44069,0,0,0,0,0,0,0,0,0,0
Kasilof,AK,60.331,-151.2293,52094,0,0,0,0,0,0,0,0,0,0
Webb,AL,31.2572,-85.2896,92148,0,0,0,0,0,0,0,0,0,0
Sidney,AR,36.0044,-91.6583,92926,0,0,0,0,0,0,0,0,0,0
Hometown,IL,41.7312,-87.7311,90390,0,0,0,0,0,0,0,0,0,0
Troy,OH,40.0437,-84.2186,119671,0,0,0,0,0,0,0,0,0,0
Social Circle,GA,33.6505,-83.7116,79132,0,0,0,0,0,0,0,0,0,0
Beaver Meadows,PA,40.9299,-75.9131,108458,0,0,0,0,0,0,0,0,0,0
Charlotte,IA,41.9621,-90.4682,65146,0,0,0,0,0,0,0,0,0,0
Mendon,MI,42.0089,-85.4544,44192,0,0,0,0,0,0,0,0,0,0
Hudsonville,MI,42.8632,-85.8627,71831,0,0,0,0,0,0,0,0,0,0
Weeksville,MT,47.5309,-115.0083,108028,0,0,0,0,0,0,0,0,0,0
Fort Branch,IN,38.2461,-87.5734,77289,0,0,0,0,0,0,0,0,0,0
Centerville,MN,45.164,-93.054,103230,0,0,0,0,0,0,0,0,0,0
East San Gabriel,CA,34.1157,-118.0791,40661,0,0,0,0,0,0,0,0,0,0
Gilead,NE,40.1461,-97.4151,53584,0,0,0,0,0,0,0,0,0,0
Stratford,SD,45.3174,-98.3043,115691,0,0,0,0,0,0,0,0,0,0
Achille,OK,33.8346,-96.3901,41119,0,0,0,0,0,0,0,0,0,0
Tangier,VA,37.8235,-75.9934,117167,0,0,0,0,0,0,0,0,0,0
Othello,NJ,39.4114,-75.3426,55373,0,0,0,0,0,0,0,0,0,0
Roseland,LA,30.7646,-90.5114,92714,0,0,0,0,0,0,0,0,0,0
Johnson,NE,40.4106,-95.9996,68833,0,0,0,0,0,0,0,0,0,0
Ontario,WI,43.7222,-90.5941,89119,0,0,0,0,0,0,0,0,0,0
Lakes of the North,MI,44.9361,-84.8845,51330,0,0,0,0,0,0,0,0,0,0
Tehachapi,CA,35.1276,-118.4744,103064,0,0,0,0,0,0,0,0,0,0
Las Maravillas,NM,34.734,-106.669,51785,0,0,0,0,0,0,0,0,0,0
Plaquemine,LA,30.2833,-91.243,71551,0,0,0,0,0,0,0,0,0,0
Bainbridge,GA,30.9052,-84.5732,66762,0,0,0,0,0,0,0,0,0,0
Lowell,OR,43.9208,-122.7819,57545,0,0,0,0,0,0,0,0,0,0
Boiling Springs,SC,35.045,-81.9779,47659,0,0,0,0,0,0,0,0,0,0
Ophir,CO,37.8568,-107.8312,94822,0,0,0,0,0,0,0,0,0,0
Loudon,TN,35.7414,-84.3701,87766,0,0,0,0,0,0,0,0,0,0
Lake Waconda,NE,40.8448,-95.8535,62894,0,0,0,0,0,0,0,0,0,0
Millington,NJ,40.6763,-74.5159,73439,0,0,0,0,0,0,0,0,0,0
Morgan,UT,41.0414,-111.6802,110246,0,0,0,0,0,0,0,0,0,0
Centerport,PA,40.4865,-76.0056,46393,0,0,0,0,0,0,0,0,0,0
Church Point,LA,30.4037,-92.2145,111185,0,0,0,0,0,0,0,0,0,0
Smith Valley,NV,38.8109,-119.3517,106330,0,0,0,0,0,0,0,0,0,0
Superior,WI,46.6941,-92.0823,74707,0,0,0,0,0,0,0,0,0,0
Kingston,IL,39.8198,-91.0274,80963,0,0,0,0,0,0,0,0,0,0
Jayton,TX,33.2502,-100.5748,49967,0,0,0,0,0,0,0,0,0,0
Montvale,NJ,41.0529,-74.0499,52497,0,0,0,0,0,0,0,0,0,0
Hedgesville,WV,39.5544,-77.9944,63492,0,0,0,0,0,0,0,0,0,0
Brookside,AL,33.6372,-86.9002,67738,0,0,0,0,0,0,0,0,0,0
Fairbanks,IN,39.2195,-87.5222,89577,0,0,0,0,0,0,0,0,0,0
Wyomissing,PA,40.3317,-75.9703,43765,0,0,0,0,0,0,0,0,0,0
Brown Deer,WI,43.1743,-87.975,95835,0,0,0,0,0,0,0,0,0,0
Olga,FL,26.7114,-81.695,93811,0,0,0,0,0,0,0,0,0,0
Alpharetta,GA,34.0704,-84.2738,92796,0,0,0,0,0,0,0,0,0,0
Muncie,IL,40.1161,-87.8431,117700,0,0,0,0,0,0,0,0,0,0
Antioch,GA,32.679,-85.0577,88061,0,0,0,0,0,0,0,0,0,0
Waterville,MN,44.2235,-93.5746,111975,0,0,0,0,0,0,0,0,0,0
Orange Lake,NY,41.5369,-74.1005,116312,0,0,0,0,0,0,0,0,0,0
Avondale,CO,38.2351,-104.3482,112168,0,0,0,0,0,0,0,0,0,0
Phillips,WI,45.6958,-90.4018,106558,0,0,0,0,0,0,0,0,0,0
Beaver Dam,KY,37.4042,-86.8741,117224,0,0,0,0,0,0,0,0,0,0
Greencastle,IN,39.6432,-86.8418,77701,0,0,0,0,0,0,0,0,0,0
Pine Hill,NJ,39.7879,-74.9857,74397,0,0,0,0,0,0,0,0,0,0
Ruleville,MS,33.7245,-90.55,86728,0,0,0,0,0,0,0,0,0,0
Oriskany Falls,NY,42.938,-75.4636,60002,0,0,0,0,0,0,0,0,0,0
Summit Station,PA,40.562,-76.2013,99969,0,0,0,0,0,0,0,0,0,0
Pine Lakes,FL,28.939,-81.4308,119637,0,0,0,0,0,0,0,0,0,0
Pine Ridge,FL,28.933,-82.4761,45668,0,0,0,0,0,0,0,0,0,0
Waynesville,IL,40.2412,-89.1244,92900,0,0,0,0,0,0,0,0,0,0
Low Moor,VA,37.7952,-79.8695,89040,0,0,0,0,0,0,0,0,0,0
Vermilion,IL,39.5803,-87.588,91339,0,0,0,0,0,0,0,0,0,0
Bryn Athyn,PA,40.1411,-75.0674,101724,0,0,0,0,0,0,0,0,0,0
Linn Grove,IN,40.645,-85.033,43864,0,0,0,0,0,0,0,0,0,0
Penitas,TX,26.2577,-98.4407,73798,0,0,0,0,0,0,0,0,0,0
Paden City,WV,39.6034,-80.9351,61711,0,0,0,0,0,0,0,0,0,0
Magnet Cove,AR,34.4492,-92.8376,70493,0,0,0,0,0,0,0,0,0,0
Dekorra,WI,43.4539,-89.4603,99382,0,0,0,0,0,0,0,0,0,0
Lake Havasu City,AZ,34.5006,-114.3113,82533,0,0,0,0,0,0,0,0,0,0
Kent City,MI,43.2202,-85.7539,118478,0,0,0,0,0,0,0,0,0,0
